Address,Area,Frontage,Access Road,House direction,Balcony direction,Floors,Bedrooms,Bathrooms,Legal status,Furniture state,Price,Property_Type,City,District,Land_Price_Per_M2,Land_Value
"Phường Bình Trưng Tây, Quận 2, Hồ Chí Minh",60.0,5.0,5.0,Đông,Đông - Nam,1.0,3.0,3.0,Have certificate,Full,2.4133157454710843,Chung cư,Hồ Chí Minh,Quận 2 (Thủ Đức),180.0,10800.0
"Phường Bình Trưng Tây, Quận 2, Hồ Chí Minh",60.0,5.0,5.0,Đông,Đông - Nam,2.0,3.0,3.0,Have certificate,Full,3.7904074732781954,Nhà,Hồ Chí Minh,Quận 2 (Thủ Đức),180.0,10800.0
"Phường Bình Trưng Tây, Quận 2, Hồ Chí Minh",60.0,5.0,5.0,Đông,Đông - Nam,3.0,3.0,3.0,Have certificate,Full,4.715077603935368,Chung cư,Hồ Chí Minh,Quận 2 (Thủ Đức),180.0,10800.0
"Đường Dương Quảng Hàm, Phường 5, Gò Vấp, Hồ Chí Minh",113.0,5.6,4.0,Đông - Nam,Đông - Nam,1.0,3.0,3.0,Have certificate,Full,2.557374195774744,Nhà,Hồ Chí Minh,Quận 5,120.0,13560.0
"Đường Dương Quảng Hàm, Phường 5, Gò Vấp, Hồ Chí Minh",113.0,5.6,4.0,Đông - Nam,Đông - Nam,2.0,3.0,3.0,Have certificate,Full,3.613127441906919,Nhà,Hồ Chí Minh,Quận 5,120.0,13560.0
"Đường Dương Quảng Hàm, Phường 5, Gò Vấp, Hồ Chí Minh",113.0,5.6,4.0,Đông - Nam,Đông - Nam,3.0,3.0,3.0,Have certificate,Full,4.499261099480219,Nhà,Hồ Chí Minh,Quận 5,120.0,13560.0
"Đường Đặng Văn Bi, Phường Trường Thọ, Thủ Đức, Hồ Chí Minh",110.0,5.0,6.0,Đông - Nam,Đông - Nam,1.0,4.0,5.0,Have certificate,Full,2.7968686857793634,Nhà,Hồ Chí Minh,Thủ Đức,100.0,11000.0
"Đường Đặng Văn Bi, Phường Trường Thọ, Thủ Đức, Hồ Chí Minh",110.0,5.0,6.0,Đông - Nam,Đông - Nam,2.0,4.0,5.0,Have certificate,Full,4.28233819865572,Nhà,Hồ Chí Minh,Thủ Đức,100.0,11000.0
"Đường Đặng Văn Bi, Phường Trường Thọ, Thủ Đức, Hồ Chí Minh",110.0,5.0,6.0,Đông - Nam,Đông - Nam,3.0,4.0,5.0,Have certificate,Full,5.60309395612644,Nhà,Hồ Chí Minh,Thủ Đức,100.0,11000.0
"Hẻm 1276/, Đường Quang Trung, Phường 14, Gò Vấp, Hồ Chí Minh",148.5,4.085,5.0,Đông - Nam,Đông - Nam,1.0,7.0,6.0,Have certificate,Full,5.689217075233703,Nhà,Hồ Chí Minh,Quận 1,500.0,74250.0
"Hẻm 1276/, Đường Quang Trung, Phường 14, Gò Vấp, Hồ Chí Minh",148.5,4.085,5.0,Đông - Nam,Đông - Nam,2.0,7.0,6.0,Have certificate,Full,9.090873706142563,Nhà,Hồ Chí Minh,Quận 1,500.0,74250.0
"Hẻm 1276/, Đường Quang Trung, Phường 14, Gò Vấp, Hồ Chí Minh",148.5,4.085,5.0,Đông - Nam,Đông - Nam,3.0,7.0,6.0,Have certificate,Full,11.195754007912338,Nhà,Hồ Chí Minh,Quận 1,500.0,74250.0
"Đường Hoàng Hoa Thám, Phường 6, Bình Thạnh, Hồ Chí Minh",35.0,3.5,5.0,Đông - Nam,Đông - Nam,1.0,3.0,3.0,Have certificate,Full,3.236448776689702,Nhà,Hồ Chí Minh,Quận 6,85.0,2975.0
"Đường Hoàng Hoa Thám, Phường 6, Bình Thạnh, Hồ Chí Minh",35.0,3.5,5.0,Đông - Nam,Đông - Nam,2.0,3.0,3.0,Have certificate,Full,5.044228431694037,Nhà,Hồ Chí Minh,Quận 6,85.0,2975.0
"Đường Hoàng Hoa Thám, Phường 6, Bình Thạnh, Hồ Chí Minh",35.0,3.5,5.0,Đông - Nam,Đông - Nam,3.0,3.0,3.0,Have certificate,Full,6.489543618317148,Nhà,Hồ Chí Minh,Quận 6,85.0,2975.0
"Đường Bình Trị Đông, Phường Bình Trị Đông A, Bình Tân, Hồ Chí Minh",58.0,7.0,7.0,Đông - Nam,Đông - Nam,1.0,4.0,3.0,Have certificate,Full,2.1133030721917003,Nhà,Hồ Chí Minh,Bình Tân,55.0,3190.0
"Đường Bình Trị Đông, Phường Bình Trị Đông A, Bình Tân, Hồ Chí Minh",58.0,7.0,7.0,Đông - Nam,Đông - Nam,2.0,4.0,3.0,Have certificate,Full,2.9816760675605978,Nhà,Hồ Chí Minh,Bình Tân,55.0,3190.0
"Đường Bình Trị Đông, Phường Bình Trị Đông A, Bình Tân, Hồ Chí Minh",58.0,7.0,7.0,Đông - Nam,Đông - Nam,3.0,4.0,3.0,Have certificate,Full,4.080250809076961,Nhà,Hồ Chí Minh,Bình Tân,55.0,3190.0
"Phường Tăng Nhơn Phú A, Quận 9, Hồ Chí Minh",200.0,10.0,8.0,Đông - Nam,Đông - Nam,1.0,3.0,3.0,Have certificate,Full,4.43211203265303,Nhà,Hồ Chí Minh,Quận 9 (Thủ Đức),90.0,18000.0
"Phường Tăng Nhơn Phú A, Quận 9, Hồ Chí Minh",200.0,10.0,8.0,Đông - Nam,Đông - Nam,2.0,3.0,3.0,Have certificate,Full,6.56308931758064,Nhà,Hồ Chí Minh,Quận 9 (Thủ Đức),90.0,18000.0
"Phường Tăng Nhơn Phú A, Quận 9, Hồ Chí Minh",200.0,10.0,8.0,Đông - Nam,Đông - Nam,3.0,3.0,3.0,Have certificate,Full,7.896931608085907,Nhà,Hồ Chí Minh,Quận 9 (Thủ Đức),90.0,18000.0
"Đường Quốc Lộ 13, Phường Hiệp Bình Phước, Thủ Đức, Hồ Chí Minh",60.7,7.0,8.0,Đông - Nam,Đông - Nam,1.0,4.0,4.0,Have certificate,Basic,2.0269381623325025,Nhà,Hồ Chí Minh,Quận 1,500.0,30350.0
"Đường Quốc Lộ 13, Phường Hiệp Bình Phước, Thủ Đức, Hồ Chí Minh",60.7,7.0,8.0,Đông - Nam,Đông - Nam,2.0,4.0,4.0,Have certificate,Basic,2.842844754386865,Nhà,Hồ Chí Minh,Quận 1,500.0,30350.0
"Đường Quốc Lộ 13, Phường Hiệp Bình Phước, Thủ Đức, Hồ Chí Minh",60.7,7.0,8.0,Đông - Nam,Đông - Nam,3.0,4.0,4.0,Have certificate,Basic,3.4120980427617496,Nhà,Hồ Chí Minh,Quận 1,500.0,30350.0
"Phú Định, Phường An Lạc, Bình Tân, Hồ Chí Minh",59.4,4.4,4.0,Đông - Nam,Đông - Nam,1.0,4.0,2.0,Have certificate,Full,1.8084002736541565,Chung cư,Hồ Chí Minh,Bình Tân,55.0,3267.0
"Phú Định, Phường An Lạc, Bình Tân, Hồ Chí Minh",59.4,4.4,4.0,Đông - Nam,Đông - Nam,2.0,4.0,2.0,Have certificate,Full,2.600124086374442,Nhà,Hồ Chí Minh,Bình Tân,55.0,3267.0
"Phú Định, Phường An Lạc, Bình Tân, Hồ Chí Minh",59.4,4.4,4.0,Đông - Nam,Đông - Nam,3.0,4.0,2.0,Have certificate,Full,3.2199351916288084,Chung cư,Hồ Chí Minh,Bình Tân,55.0,3267.0
"Đường 32, Phường Linh Đông, Thủ Đức, Hồ Chí Minh",80.0,4.0,4.5,Bắc,Đông - Nam,1.0,4.0,4.0,Have certificate,Basic,3.279697014475743,Nhà,Hồ Chí Minh,Quận 3,250.0,20000.0
"Đường 32, Phường Linh Đông, Thủ Đức, Hồ Chí Minh",80.0,4.0,4.5,Bắc,Đông - Nam,2.0,4.0,4.0,Have certificate,Basic,4.972136361844254,Nhà,Hồ Chí Minh,Quận 3,250.0,20000.0
"Đường 32, Phường Linh Đông, Thủ Đức, Hồ Chí Minh",80.0,4.0,4.5,Bắc,Đông - Nam,3.0,4.0,4.0,Have certificate,Basic,6.62464095197742,Nhà,Hồ Chí Minh,Quận 3,250.0,20000.0
"Đường 10, Phường Hiệp Bình Chánh, Thủ Đức, Hồ Chí Minh",52.0,8.0,8.0,Đông - Nam,Đông - Nam,1.0,4.0,5.0,Have certificate,Full,2.4110331499712845,Nhà,Hồ Chí Minh,Quận 1,500.0,26000.0
"Đường 10, Phường Hiệp Bình Chánh, Thủ Đức, Hồ Chí Minh",52.0,8.0,8.0,Đông - Nam,Đông - Nam,2.0,4.0,5.0,Have certificate,Full,3.703285617330376,Nhà,Hồ Chí Minh,Quận 1,500.0,26000.0
"Đường 10, Phường Hiệp Bình Chánh, Thủ Đức, Hồ Chí Minh",52.0,8.0,8.0,Đông - Nam,Đông - Nam,3.0,4.0,5.0,Have certificate,Full,4.920134320019368,Nhà,Hồ Chí Minh,Quận 1,500.0,26000.0
"Phường 3, Bình Thạnh, Hồ Chí Minh",50.0,4.2,5.0,Đông - Nam,Đông - Nam,1.0,5.0,6.0,Have certificate,Full,2.7444520972179123,Nhà,Hồ Chí Minh,Quận 3,250.0,12500.0
"Phường 3, Bình Thạnh, Hồ Chí Minh",50.0,4.2,5.0,Đông - Nam,Đông - Nam,2.0,5.0,6.0,Have certificate,Full,4.109227416720732,Nhà,Hồ Chí Minh,Quận 3,250.0,12500.0
"Phường 3, Bình Thạnh, Hồ Chí Minh",50.0,4.2,5.0,Đông - Nam,Đông - Nam,3.0,5.0,6.0,Have certificate,Full,5.04157581172311,Chung cư,Hồ Chí Minh,Quận 3,250.0,12500.0
"Đường Số 14A, Phường Bình Hưng Hòa A, Bình Tân, Hồ Chí Minh",40.0,4.0,5.0,Tây - Nam,Đông - Nam,1.0,2.0,2.0,Have certificate,Full,2.628971344634444,Nhà,Hồ Chí Minh,Quận 1,500.0,20000.0
"Đường Số 14A, Phường Bình Hưng Hòa A, Bình Tân, Hồ Chí Minh",40.0,4.0,5.0,Tây - Nam,Đông - Nam,2.0,2.0,2.0,Have certificate,Full,4.02886176607856,Nhà,Hồ Chí Minh,Quận 1,500.0,20000.0
"Đường Số 14A, Phường Bình Hưng Hòa A, Bình Tân, Hồ Chí Minh",40.0,4.0,5.0,Tây - Nam,Đông - Nam,3.0,2.0,2.0,Have certificate,Full,5.32867085488427,Nhà,Hồ Chí Minh,Quận 1,500.0,20000.0
"Đường Lý Phục Man, Phường Phú Mỹ, Quận 7, Hồ Chí Minh",69.4,8.0,5.0,Đông - Nam,Đông - Nam,1.0,4.0,4.0,Have certificate,Full,3.87419843669921,Nhà,Hồ Chí Minh,Quận 7,180.0,12492.000000000002
"Đường Lý Phục Man, Phường Phú Mỹ, Quận 7, Hồ Chí Minh",69.4,8.0,5.0,Đông - Nam,Đông - Nam,2.0,4.0,4.0,Have certificate,Full,5.949360593181214,Nhà,Hồ Chí Minh,Quận 7,180.0,12492.000000000002
"Đường Lý Phục Man, Phường Phú Mỹ, Quận 7, Hồ Chí Minh",69.4,8.0,5.0,Đông - Nam,Đông - Nam,3.0,4.0,4.0,Have certificate,Full,8.212728338878607,Nhà,Hồ Chí Minh,Quận 7,180.0,12492.000000000002
"Đường Quốc Lộ 13A, Phường Hiệp Bình Phước, Thủ Đức, Hồ Chí Minh",24.0,6.0,3.0,Đông - Nam,Đông - Nam,1.0,2.0,1.0,Have certificate,Full,1.6528730393648734,Nhà,Hồ Chí Minh,Quận 1,500.0,12000.0
"Đường Quốc Lộ 13A, Phường Hiệp Bình Phước, Thủ Đức, Hồ Chí Minh",24.0,6.0,3.0,Đông - Nam,Đông - Nam,2.0,2.0,1.0,Have certificate,Full,2.5105402165892974,Nhà,Hồ Chí Minh,Quận 1,500.0,12000.0
"Đường Quốc Lộ 13A, Phường Hiệp Bình Phước, Thủ Đức, Hồ Chí Minh",24.0,6.0,3.0,Đông - Nam,Đông - Nam,3.0,2.0,1.0,Have certificate,Full,3.185819888312766,Nhà,Hồ Chí Minh,Quận 1,500.0,12000.0
"Hẻm 1982, Đường Huỳnh Tấn Phát, Thị trấn Nhà Bè, Nhà Bè, Hồ Chí Minh",40.0,5.0,6.0,Đông - Nam,Đông - Nam,1.0,2.0,3.0,In progress,Full,1.557005711640862,Nhà,Hồ Chí Minh,Quận 1,500.0,20000.0
"Hẻm 1982, Đường Huỳnh Tấn Phát, Thị trấn Nhà Bè, Nhà Bè, Hồ Chí Minh",40.0,5.0,6.0,Đông - Nam,Đông - Nam,2.0,2.0,3.0,In progress,Full,2.3484757805687733,Nhà,Hồ Chí Minh,Quận 1,500.0,20000.0
"Hẻm 1982, Đường Huỳnh Tấn Phát, Thị trấn Nhà Bè, Nhà Bè, Hồ Chí Minh",40.0,5.0,6.0,Đông - Nam,Đông - Nam,3.0,2.0,3.0,In progress,Full,3.000339901327427,Nhà,Hồ Chí Minh,Quận 1,500.0,20000.0
"Đường Lê Văn Thọ, Phường 11, Gò Vấp, Hồ Chí Minh",54.4,4.085,5.0,Đông - Nam,Đông - Nam,1.0,5.0,3.0,Have certificate,Full,2.589092647004437,Nhà,Hồ Chí Minh,Quận 1,500.0,27200.0
"Đường Lê Văn Thọ, Phường 11, Gò Vấp, Hồ Chí Minh",54.4,4.085,5.0,Đông - Nam,Đông - Nam,2.0,5.0,3.0,Have certificate,Full,3.825467185421263,Nhà,Hồ Chí Minh,Quận 1,500.0,27200.0
"Đường Lê Văn Thọ, Phường 11, Gò Vấp, Hồ Chí Minh",54.4,4.085,5.0,Đông - Nam,Đông - Nam,3.0,5.0,3.0,Have certificate,Full,4.916308039851085,Nhà,Hồ Chí Minh,Quận 1,500.0,27200.0
"Đường Lê Liễu, Phường Tân Quý, Tân Phú, Hồ Chí Minh",54.0,4.0,6.0,Đông - Nam,Đông - Nam,1.0,3.0,3.0,Sale contract,Full,2.756168881511666,Nhà,Hồ Chí Minh,Tân Phú,85.0,4590.0
"Đường Lê Liễu, Phường Tân Quý, Tân Phú, Hồ Chí Minh",54.0,4.0,6.0,Đông - Nam,Đông - Nam,2.0,3.0,3.0,Sale contract,Full,4.00747230793824,Nhà,Hồ Chí Minh,Tân Phú,85.0,4590.0
"Đường Lê Liễu, Phường Tân Quý, Tân Phú, Hồ Chí Minh",54.0,4.0,6.0,Đông - Nam,Đông - Nam,3.0,3.0,3.0,Sale contract,Full,4.837005040157355,Nhà,Hồ Chí Minh,Tân Phú,85.0,4590.0
"Đường Tôn Thất Thuyết, Phường 3, Quận 4, Hồ Chí Minh",49.6,4.8,5.0,Đông - Nam,Đông - Nam,1.0,5.0,3.0,Have certificate,Full,2.7438575642261585,Nhà,Hồ Chí Minh,Quận 3,250.0,12400.0
"Đường Tôn Thất Thuyết, Phường 3, Quận 4, Hồ Chí Minh",49.6,4.8,5.0,Đông - Nam,Đông - Nam,2.0,5.0,3.0,Have certificate,Full,4.357595132940085,Nhà,Hồ Chí Minh,Quận 3,250.0,12400.0
"Đường Tôn Thất Thuyết, Phường 3, Quận 4, Hồ Chí Minh",49.6,4.8,5.0,Đông - Nam,Đông - Nam,3.0,5.0,3.0,Have certificate,Full,5.4049035190399,Nhà,Hồ Chí Minh,Quận 3,250.0,12400.0
"Dự án Sim City, Đường Lò Lu, Phường Trường Thạnh, Quận 9, Hồ Chí Minh",86.0,5.0,8.0,Đông - Nam,Đông - Nam,1.0,3.0,3.0,Have certificate,Full,2.3750747161439474,Nhà,Hồ Chí Minh,Quận 9 (Thủ Đức),90.0,7740.0
"Dự án Sim City, Đường Lò Lu, Phường Trường Thạnh, Quận 9, Hồ Chí Minh",86.0,5.0,8.0,Đông - Nam,Đông - Nam,2.0,3.0,3.0,Have certificate,Full,3.71018295897032,Nhà,Hồ Chí Minh,Quận 9 (Thủ Đức),90.0,7740.0
"Dự án Sim City, Đường Lò Lu, Phường Trường Thạnh, Quận 9, Hồ Chí Minh",86.0,5.0,8.0,Đông - Nam,Đông - Nam,3.0,3.0,3.0,Have certificate,Full,4.757862551776774,Nhà,Hồ Chí Minh,Quận 9 (Thủ Đức),90.0,7740.0
"Đường Tân Thới Hiệp 20, Phường Tân Thới Hiệp, Quận 12, Hồ Chí Minh",237.0,10.0,5.0,Đông - Nam,Đông - Nam,1.0,6.0,5.0,Have certificate,Full,10.687115337924878,Nhà,Hồ Chí Minh,Quận 1,500.0,118500.0
"Đường Tân Thới Hiệp 20, Phường Tân Thới Hiệp, Quận 12, Hồ Chí Minh",237.0,10.0,5.0,Đông - Nam,Đông - Nam,2.0,6.0,5.0,Have certificate,Full,17.082128308418145,Nhà,Hồ Chí Minh,Quận 1,500.0,118500.0
"Đường Tân Thới Hiệp 20, Phường Tân Thới Hiệp, Quận 12, Hồ Chí Minh",237.0,10.0,5.0,Đông - Nam,Đông - Nam,3.0,6.0,5.0,Have certificate,Full,21.67857598983571,Nhà,Hồ Chí Minh,Quận 1,500.0,118500.0
"Đường Tây Lân, Phường Bình Trị Đông A, Bình Tân, Hồ Chí Minh",60.0,4.3,30.0,Bắc,Bắc,1.0,5.0,5.0,Have certificate,Full,2.138821111984225,Nhà,Hồ Chí Minh,Bình Tân,55.0,3300.0
"Đường Tây Lân, Phường Bình Trị Đông A, Bình Tân, Hồ Chí Minh",60.0,4.3,30.0,Bắc,Bắc,2.0,5.0,5.0,Have certificate,Full,3.094266331637708,Nhà,Hồ Chí Minh,Bình Tân,55.0,3300.0
"Đường Tây Lân, Phường Bình Trị Đông A, Bình Tân, Hồ Chí Minh",60.0,4.3,30.0,Bắc,Bắc,3.0,5.0,5.0,Have certificate,Full,4.168586002798974,Nhà,Hồ Chí Minh,Bình Tân,55.0,3300.0
"Đường 8, Phường Tăng Nhơn Phú B, Thủ Đức, Hồ Chí Minh",100.0,5.0,12.0,Đông - Nam,Đông - Nam,1.0,3.0,2.0,Have certificate,Basic,4.14541299565603,Nhà,Hồ Chí Minh,Quận 8,70.0,7000.0
"Đường 8, Phường Tăng Nhơn Phú B, Thủ Đức, Hồ Chí Minh",100.0,5.0,12.0,Đông - Nam,Đông - Nam,2.0,3.0,2.0,Have certificate,Basic,6.2506448410534645,Nhà,Hồ Chí Minh,Quận 8,70.0,7000.0
"Đường 8, Phường Tăng Nhơn Phú B, Thủ Đức, Hồ Chí Minh",100.0,5.0,12.0,Đông - Nam,Đông - Nam,3.0,3.0,2.0,Have certificate,Basic,8.49308468873616,Nhà,Hồ Chí Minh,Quận 8,70.0,7000.0
"Đường Nguyễn Văn Bứa, Xã Xuân Thới Sơn, Hóc Môn, Hồ Chí Minh",126.3,8.0,8.0,Đông - Nam,Đông - Nam,1.0,3.0,2.0,Have certificate,Full,8.451881364434463,Nhà,Hồ Chí Minh,Hóc Môn,25.0,3157.5
"Đường Nguyễn Văn Bứa, Xã Xuân Thới Sơn, Hóc Môn, Hồ Chí Minh",126.3,8.0,8.0,Đông - Nam,Đông - Nam,2.0,3.0,2.0,Have certificate,Full,12.586287553133062,Nhà,Hồ Chí Minh,Hóc Môn,25.0,3157.5
"Đường Nguyễn Văn Bứa, Xã Xuân Thới Sơn, Hóc Môn, Hồ Chí Minh",126.3,8.0,8.0,Đông - Nam,Đông - Nam,3.0,3.0,2.0,Have certificate,Full,15.975971106757838,Nhà,Hồ Chí Minh,Hóc Môn,25.0,3157.5
"Đường Ni Sư Huỳnh Liên, Phường 10, Tân Bình, Hồ Chí Minh",48.0,4.2,4.0,Đông - Nam,Đông - Nam,1.0,4.0,5.0,Have certificate,Full,1.8046839552793423,Nhà,Hồ Chí Minh,Quận 1,500.0,24000.0
"Đường Ni Sư Huỳnh Liên, Phường 10, Tân Bình, Hồ Chí Minh",48.0,4.2,4.0,Đông - Nam,Đông - Nam,2.0,4.0,5.0,Have certificate,Full,2.800308587299908,Nhà,Hồ Chí Minh,Quận 1,500.0,24000.0
"Đường Ni Sư Huỳnh Liên, Phường 10, Tân Bình, Hồ Chí Minh",48.0,4.2,4.0,Đông - Nam,Đông - Nam,3.0,4.0,5.0,Have certificate,Full,3.540293028924989,Nhà,Hồ Chí Minh,Quận 1,500.0,24000.0
"Đường Đỗ Xuân Hợp, Phường Phước Bình, Quận 9, Hồ Chí Minh",88.0,5.0,8.0,Đông - Nam,Đông - Nam,1.0,3.0,3.0,Sale contract,Full,2.9263865374961657,Nhà,Hồ Chí Minh,Quận 9 (Thủ Đức),100.0,8800.0
"Đường Đỗ Xuân Hợp, Phường Phước Bình, Quận 9, Hồ Chí Minh",88.0,5.0,8.0,Đông - Nam,Đông - Nam,2.0,3.0,3.0,Sale contract,Full,4.269216454860088,Nhà,Hồ Chí Minh,Quận 9 (Thủ Đức),100.0,8800.0
"Đường Đỗ Xuân Hợp, Phường Phước Bình, Quận 9, Hồ Chí Minh",88.0,5.0,8.0,Đông - Nam,Đông - Nam,3.0,3.0,3.0,Sale contract,Full,5.774805226477111,Nhà,Hồ Chí Minh,Quận 9 (Thủ Đức),100.0,8800.0
"Hẻm 105, Đường Vườn Lài, Phường An Phú Đông, Quận 12, Hồ Chí Minh",55.2,4.2,8.0,Đông - Nam,Đông - Nam,1.0,4.0,4.0,Have certificate,Full,2.192276787417293,Nhà,Hồ Chí Minh,Quận 1,500.0,27600.0
"Hẻm 105, Đường Vườn Lài, Phường An Phú Đông, Quận 12, Hồ Chí Minh",55.2,4.2,8.0,Đông - Nam,Đông - Nam,2.0,4.0,4.0,Have certificate,Full,3.17697172570204,Nhà,Hồ Chí Minh,Quận 1,500.0,27600.0
"Hẻm 105, Đường Vườn Lài, Phường An Phú Đông, Quận 12, Hồ Chí Minh",55.2,4.2,8.0,Đông - Nam,Đông - Nam,3.0,4.0,4.0,Have certificate,Full,4.2754555626862825,Nhà,Hồ Chí Minh,Quận 1,500.0,27600.0
"Đường Số 59, Phường 14, Gò Vấp, Hồ Chí Minh",32.0,3.2,10.0,Nam,Nam,1.0,2.0,2.0,Have certificate,Full,2.28074850373597,Nhà,Hồ Chí Minh,Quận 1,500.0,16000.0
"Đường Số 59, Phường 14, Gò Vấp, Hồ Chí Minh",32.0,3.2,10.0,Nam,Nam,2.0,2.0,2.0,Have certificate,Full,3.3743463944841694,Nhà,Hồ Chí Minh,Quận 1,500.0,16000.0
"Đường Số 59, Phường 14, Gò Vấp, Hồ Chí Minh",32.0,3.2,10.0,Nam,Nam,3.0,2.0,2.0,Have certificate,Full,4.191221993508765,Nhà,Hồ Chí Minh,Quận 1,500.0,16000.0
"Đường Tân Quý, Phường Tân Quý, Tân Phú, Hồ Chí Minh",72.0,6.0,6.0,Đông - Nam,Đông - Nam,1.0,3.0,3.0,Have certificate,Full,10.123592896108708,Nhà,Hồ Chí Minh,Tân Phú,85.0,6120.0
"Đường Tân Quý, Phường Tân Quý, Tân Phú, Hồ Chí Minh",72.0,6.0,6.0,Đông - Nam,Đông - Nam,2.0,3.0,3.0,Have certificate,Full,15.55542068515245,Nhà,Hồ Chí Minh,Tân Phú,85.0,6120.0
"Đường Tân Quý, Phường Tân Quý, Tân Phú, Hồ Chí Minh",72.0,6.0,6.0,Đông - Nam,Đông - Nam,3.0,3.0,3.0,Have certificate,Full,19.995569383650857,Nhà,Hồ Chí Minh,Tân Phú,85.0,6120.0
"Đường Nguyễn Sơn, Phường Phú Thọ Hòa, Tân Phú, Hồ Chí Minh",48.0,4.0,4.0,Đông - Nam,Đông - Nam,1.0,3.0,3.0,Have certificate,Basic,2.453034230846391,Nhà,Hồ Chí Minh,Tân Phú,85.0,4080.0
"Đường Nguyễn Sơn, Phường Phú Thọ Hòa, Tân Phú, Hồ Chí Minh",48.0,4.0,4.0,Đông - Nam,Đông - Nam,2.0,3.0,3.0,Have certificate,Basic,3.788542394397026,Nhà,Hồ Chí Minh,Tân Phú,85.0,4080.0
"Đường Nguyễn Sơn, Phường Phú Thọ Hòa, Tân Phú, Hồ Chí Minh",48.0,4.0,4.0,Đông - Nam,Đông - Nam,3.0,3.0,3.0,Have certificate,Basic,5.012297158141132,Nhà,Hồ Chí Minh,Tân Phú,85.0,4080.0
"Đường Nguyễn Tuyển, Phường Bình Trưng Tây, Quận 2, Hồ Chí Minh",52.0,5.0,5.0,Đông - Nam,Đông - Nam,1.0,5.0,3.0,Have certificate,Full,2.1662635904474152,Nhà,Hồ Chí Minh,Quận 2 (Thủ Đức),180.0,9360.0
"Đường Nguyễn Tuyển, Phường Bình Trưng Tây, Quận 2, Hồ Chí Minh",52.0,5.0,5.0,Đông - Nam,Đông - Nam,2.0,5.0,3.0,Have certificate,Full,3.1111760984958328,Nhà,Hồ Chí Minh,Quận 2 (Thủ Đức),180.0,9360.0
"Đường Nguyễn Tuyển, Phường Bình Trưng Tây, Quận 2, Hồ Chí Minh",52.0,5.0,5.0,Đông - Nam,Đông - Nam,3.0,5.0,3.0,Have certificate,Full,4.229493963176292,Nhà,Hồ Chí Minh,Quận 2 (Thủ Đức),180.0,9360.0
"Đường Vườn Lài, Phường An Phú Đông, Quận 12, Hồ Chí Minh",141.0,9.0,3.5,Đông - Bắc,Đông - Bắc,1.0,4.0,3.0,Have certificate,Basic,7.713827631280552,Nhà,Hồ Chí Minh,Quận 1,500.0,70500.0
"Đường Vườn Lài, Phường An Phú Đông, Quận 12, Hồ Chí Minh",141.0,9.0,3.5,Đông - Bắc,Đông - Bắc,2.0,4.0,3.0,Have certificate,Basic,10.973225057759844,Nhà,Hồ Chí Minh,Quận 1,500.0,70500.0
"Đường Vườn Lài, Phường An Phú Đông, Quận 12, Hồ Chí Minh",141.0,9.0,3.5,Đông - Bắc,Đông - Bắc,3.0,4.0,3.0,Have certificate,Basic,13.326566111519377,Nhà,Hồ Chí Minh,Quận 1,500.0,70500.0
"65/31 Đường Số 5, Phường Sơn Kỳ, Tân Phú, Hồ Chí Minh",80.0,4.2,6.0,Đông,Đông,1.0,5.0,6.0,Have certificate,Full,2.3158940303406546,Nhà,Hồ Chí Minh,Quận 1,500.0,40000.0
"65/31 Đường Số 5, Phường Sơn Kỳ, Tân Phú, Hồ Chí Minh",80.0,4.2,6.0,Đông,Đông,2.0,5.0,6.0,Have certificate,Full,3.626013150856197,Nhà,Hồ Chí Minh,Quận 1,500.0,40000.0
"65/31 Đường Số 5, Phường Sơn Kỳ, Tân Phú, Hồ Chí Minh",80.0,4.2,6.0,Đông,Đông,3.0,5.0,6.0,Have certificate,Full,4.7643694126899545,Nhà,Hồ Chí Minh,Quận 1,500.0,40000.0
"Đường Âu Dương Lân, Phường 3, Quận 8, Hồ Chí Minh",60.0,4.0,4.0,Đông - Nam,Đông - Nam,1.0,4.0,5.0,Sale contract,Full,2.8171105577878515,Nhà,Hồ Chí Minh,Quận 3,250.0,15000.0
"Đường Âu Dương Lân, Phường 3, Quận 8, Hồ Chí Minh",60.0,4.0,4.0,Đông - Nam,Đông - Nam,2.0,4.0,5.0,Sale contract,Full,4.041233290895898,Nhà,Hồ Chí Minh,Quận 3,250.0,15000.0
"Đường Âu Dương Lân, Phường 3, Quận 8, Hồ Chí Minh",60.0,4.0,4.0,Đông - Nam,Đông - Nam,3.0,4.0,5.0,Sale contract,Full,5.0585250560078645,Nhà,Hồ Chí Minh,Quận 3,250.0,15000.0
"Đường Bùi Minh Trực, Phường 5, Quận 8, Hồ Chí Minh",41.25,3.3,4.0,Đông,Đông - Nam,1.0,3.0,3.0,Have certificate,Full,1.8757376502106844,Nhà,Hồ Chí Minh,Quận 5,120.0,4950.0
"Đường Bùi Minh Trực, Phường 5, Quận 8, Hồ Chí Minh",41.25,3.3,4.0,Đông,Đông - Nam,2.0,3.0,3.0,Have certificate,Full,2.713460879132544,Nhà,Hồ Chí Minh,Quận 5,120.0,4950.0
"Đường Bùi Minh Trực, Phường 5, Quận 8, Hồ Chí Minh",41.25,3.3,4.0,Đông,Đông - Nam,3.0,3.0,3.0,Have certificate,Full,3.575605368863763,Nhà,Hồ Chí Minh,Quận 5,120.0,4950.0
