Address,Area,Frontage,Access Road,House direction,Balcony direction,Floors,Bedrooms,Bathrooms,Legal status,Furniture state,Price
"Đường Hồ Tùng Mậu, Phường Trung Liệt, Đống Đa, Hà Nội",81.6,4.0,6.9,Bắc,Đông - Nam,6.0,6.0,5.0,Have certificate,Full,27.69
"Đường Khương Hạ, Nhân Chính, Thanh Xuân, Hà Nội",50.0,4.0,2.8,Tây,Đông - Nam,4.0,4.0,3.0,Have certificate,Full,58.42
"85, Nhật Tân, Bưởi, Tây Hồ, Hà Nội",60.3,3.1,7.8,Đông - Nam,Đông - Nam,4.0,4.0,5.0,Have certificate,Basic,187.45
"Đường Trường Sa, Nhật Tân, Tây Hồ, Hà Nội",35.1,4.2,3.5,Bắc,Đông - Bắc,7.0,4.0,4.0,Have certificate,Full,176.14
"19, Kiều Mai, Khương Trung, Thanh Xuân, Hà Nội",69.4,5.7,3.0,Đông - Nam,Đông - Nam,3.0,4.0,4.0,Have certificate,Full,50.61
"36, Tứ Liên, Phú Thượng, Tây Hồ, Hà Nội",40.3,4.2,3.7,Tây,Đông - Nam,5.0,4.0,5.0,Have certificate,Full,70.2
"130, Hồ Tùng Mậu, Thổ Quan, Đống Đa, Hà Nội",74.6,5.5,2.1,Bắc,Đông - Nam,5.0,5.0,3.0,Have certificate,Full,65.83
"Đường Hà Đông, Láng Hạ, Đống Đa, Hà Nội",65.0,5.5,3.0,Đông - Nam,Đông - Nam,5.0,4.0,4.0,Have certificate,Full,50.92
"Đường Hồ Hoàn Kiếm, Tràng Tiền, Hoàn Kiếm, Hà Nội",92.4,5.3,2.3,Đông,Tây - Nam,6.0,5.0,2.0,Have certificate,Full,161.46
"Đường Trịnh Sỹ, Trần Hưng Đạo, Hoàn Kiếm, Hà Nội",94.9,5.1,6.4,Đông - Nam,Đông - Nam,4.0,6.0,2.0,Have certificate,Full,42.56
"Đường Điện Biên Phủ, Đội Cấn, Ba Đình, Hà Nội",73.3,4.0,3.4,Bắc,Đông - Nam,7.0,4.0,4.0,Sale contract,Full,108.95
"Đường Bạch Đằng, Đống Mác, Hai Bà Trưng, Hà Nội",60.4,4.0,6.3,Tây - Bắc,Tây - Nam,1.0,5.0,4.0,Have certificate,Full,36.91
"Đường Lạc Long Quân, Bưởi, Tây Hồ, Hà Nội",83.3,3.4,3.5,Nam,Bắc,2.0,4.0,5.0,Have certificate,Full,76.13
"Đường Hồ Hoàn Kiếm, Hàng Mã, Hoàn Kiếm, Hà Nội",44.7,3.4,4.7,Đông - Bắc,Tây - Nam,4.0,4.0,5.0,Have certificate,Full,113.99
"Đường Bạch Đằng, Lê Đại Hành, Hai Bà Trưng, Hà Nội",56.6,4.0,7.7,Đông - Nam,Đông - Nam,6.0,5.0,4.0,Sale contract,Full,43.0
"Đường Văn Miếu, Ngọc Hà, Ba Đình, Hà Nội",50.6,5.2,3.0,Bắc,Đông - Nam,6.0,6.0,3.0,Have certificate,Full,46.16
"Đường Hàng Bài, Đồng Xuân, Hoàn Kiếm, Hà Nội",62.4,4.5,4.3,Đông - Bắc,Bắc,3.0,5.0,2.0,Have certificate,Full,67.06
"140, Điện Biên Phủ, Thành Công, Ba Đình, Hà Nội",56.5,4.0,3.0,Đông - Bắc,Đông - Nam,2.0,7.0,2.0,Have certificate,Full,124.65
"Đường Phương Liệt, Phương Liệt, Thanh Xuân, Hà Nội",41.4,4.0,4.0,Tây - Bắc,Bắc,5.0,7.0,4.0,Have certificate,Full,52.32
"78, Vũ Trọng Phụng, Tân Triều, Thanh Xuân, Hà Nội",83.1,4.0,3.0,Đông - Nam,Tây - Bắc,5.0,3.0,4.0,Have certificate,Full,61.61
"Đường Thụy Khuê, Tứ Liên, Tây Hồ, Hà Nội",65.1,4.2,3.5,Đông,Tây - Nam,4.0,4.0,4.0,Have certificate,Full,172.75
"121, Tây Sơn, Thanh Xuân Trung, Thanh Xuân, Hà Nội",39.4,4.0,3.0,Đông - Nam,Đông - Nam,5.0,5.0,4.0,Have certificate,Full,45.37
"Đường Thanh Bảo, Trúc Bạch, Ba Đình, Hà Nội",63.9,5.9,6.1,Đông - Nam,Đông - Nam,2.0,5.0,4.0,Sale contract,Full,83.15
"100, Quang Trung, Đống Mác, Hai Bà Trưng, Hà Nội",93.0,4.6,7.7,Đông - Nam,Đông - Nam,5.0,4.0,5.0,Sale contract,Full,56.35
"Đường Hồ Đắc Di, Khương Đình, Thanh Xuân, Hà Nội",92.7,5.2,7.9,Đông - Nam,Đông - Nam,5.0,4.0,5.0,Have certificate,Empty,49.33
"57, Vũ Hữu, Hạ Đình, Thanh Xuân, Hà Nội",83.6,4.0,3.0,Đông - Nam,Đông - Nam,7.0,3.0,4.0,Have certificate,Full,51.1
"Đường Điện Biên Phủ, Thành Công, Ba Đình, Hà Nội",53.5,4.8,3.0,Đông - Nam,Đông - Nam,3.0,5.0,4.0,Have certificate,Full,89.57
"Đường Cầu Giấy, Ngọc Hà, Ba Đình, Hà Nội",62.7,5.3,5.9,Tây - Nam,Đông - Nam,1.0,3.0,4.0,Sale contract,Full,50.44
"Đường Láng Hạ, Nghĩa Đô, Cầu Giấy, Hà Nội",83.2,4.8,3.0,Đông - Nam,Đông - Nam,4.0,4.0,4.0,Have certificate,Full,81.04
"Đường Tứ Liên, Nhật Tân, Tây Hồ, Hà Nội",88.5,4.2,3.5,Bắc,Tây - Nam,4.0,4.0,4.0,Have certificate,Full,86.06
"Đường Minh Khai, Bạch Đằng, Hai Bà Trưng, Hà Nội",73.0,3.6,3.0,Đông,Bắc,6.0,7.0,2.0,Have certificate,Full,36.99
"81, Nhật Tân, Xuân La, Tây Hồ, Hà Nội",55.4,4.2,2.7,Nam,Đông,5.0,6.0,4.0,Have certificate,Full,110.67
"Đường Thiên Hiền, Trung Hòa, Cầu Giấy, Hà Nội",64.3,4.0,3.0,Đông,Tây - Nam,5.0,5.0,4.0,Have certificate,Full,47.4
"Đường Đội Cấn, Điện Biên, Ba Đình, Hà Nội",73.8,4.0,6.1,Đông - Nam,Đông - Nam,4.0,6.0,3.0,Have certificate,Full,141.26
"Đường Thiên Hiền, Trung Hòa, Cầu Giấy, Hà Nội",54.2,5.1,2.0,Tây - Bắc,Tây - Bắc,4.0,6.0,4.0,Sale contract,Full,48.7
"166, Hoàng Sa, Quảng An, Tây Hồ, Hà Nội",99.1,4.8,6.9,Nam,Đông - Nam,4.0,4.0,4.0,Have certificate,Full,102.64
"Đường Hàng Đào, Phan Chu Trinh, Hoàn Kiếm, Hà Nội",61.0,4.8,7.6,Tây,Đông - Nam,5.0,4.0,3.0,Have certificate,Full,133.1
"Đường Phủ Doãn, Hàng Trống, Hoàn Kiếm, Hà Nội",47.6,5.1,6.4,Đông - Nam,Đông - Nam,7.0,4.0,3.0,Sale contract,Full,114.93
"107, Đội Cấn, Đội Cấn, Ba Đình, Hà Nội",71.3,4.0,3.0,Tây - Nam,Đông - Nam,4.0,7.0,5.0,Have certificate,Full,36.68
"103, Yên Hòa, Dịch Vọng, Cầu Giấy, Hà Nội",77.9,4.0,3.0,Tây,Đông - Nam,4.0,4.0,5.0,Have certificate,Full,35.32
"Đường Lao Động, Cát Linh, Đống Đa, Hà Nội",36.3,5.5,2.9,Tây - Bắc,Tây - Nam,7.0,6.0,4.0,Have certificate,Full,55.25
"Đường Phương Liệt, Kim Giang, Thanh Xuân, Hà Nội",85.4,4.3,5.7,Tây - Nam,Đông - Nam,6.0,7.0,3.0,In progress,Full,42.13
"Đường Hồ Đắc Di, Khương Đình, Thanh Xuân, Hà Nội",42.8,4.0,3.0,Đông - Nam,Đông - Nam,7.0,3.0,4.0,Have certificate,Full,38.24
"163, Yên Phụ, Tứ Liên, Tây Hồ, Hà Nội",69.0,4.2,3.5,Đông - Nam,Đông - Nam,6.0,5.0,4.0,Have certificate,Full,111.92
"Đường Ngọc Hà, Quán Thánh, Ba Đình, Hà Nội",68.9,5.1,6.2,Đông - Nam,Đông - Nam,4.0,3.0,2.0,Have certificate,Full,96.74
"Đường Giảng Võ, Giảng Võ, Ba Đình, Hà Nội",59.2,4.1,3.0,Đông - Bắc,Đông,4.0,7.0,4.0,Sale contract,Full,95.76
"Đường Thổ Quan, Quang Trung, Đống Đa, Hà Nội",38.1,3.9,6.1,Đông - Nam,Đông - Nam,5.0,3.0,4.0,Sale contract,Full,22.57
"164, Nguyễn Du, Phố Huế, Hai Bà Trưng, Hà Nội",55.9,4.0,3.0,Đông - Nam,Đông - Nam,3.0,7.0,4.0,Have certificate,Full,57.95
"Đường Trung Liệt, Láng Hạ, Đống Đa, Hà Nội",54.0,4.2,3.0,Đông - Nam,Đông - Nam,2.0,7.0,4.0,Have certificate,Full,32.14
"Đường Bưởi, Xuân La, Tây Hồ, Hà Nội",74.5,3.3,3.5,Đông,Đông - Nam,7.0,4.0,4.0,Have certificate,Full,164.26
"Đường Mỹ Đình, Quan Hoa, Cầu Giấy, Hà Nội",52.9,3.1,7.7,Đông - Nam,Đông - Nam,4.0,6.0,4.0,Have certificate,Full,58.09
"Đường Phố Cổ, Phố Huế, Hai Bà Trưng, Hà Nội",42.1,4.0,7.8,Đông - Nam,Đông - Nam,1.0,3.0,5.0,Have certificate,Full,65.52
"153, Hồ Đắc Di, Nhân Chính, Thanh Xuân, Hà Nội",50.8,4.0,5.0,Tây - Nam,Đông - Nam,6.0,7.0,2.0,Have certificate,Full,29.14
"Đường Phố Huế, Quỳnh Lôi, Hai Bà Trưng, Hà Nội",95.6,5.6,7.0,Đông - Nam,Đông - Nam,4.0,3.0,2.0,Have certificate,Full,52.24
"Đường Bưởi, Thụy Khuê, Tây Hồ, Hà Nội",82.4,3.9,3.0,Tây - Nam,Đông - Nam,6.0,4.0,5.0,Have certificate,Full,77.14
"Đường Trường Sa, Tứ Liên, Tây Hồ, Hà Nội",62.5,4.2,3.5,Tây - Nam,Tây - Nam,3.0,5.0,5.0,Have certificate,Full,183.01
"Đường Phú Gia, Trúc Bạch, Ba Đình, Hà Nội",62.0,4.0,4.0,Nam,Đông - Nam,4.0,4.0,4.0,Have certificate,Full,148.05
"136, Phú Gia, Kim Mã, Ba Đình, Hà Nội",74.3,5.4,2.7,Đông - Nam,Đông - Nam,7.0,4.0,4.0,Have certificate,Full,65.35
"Đường Vệ Hồ, Bưởi, Tây Hồ, Hà Nội",68.7,4.2,3.5,Đông,Nam,6.0,3.0,5.0,Have certificate,Full,136.19
"167, Từ Liêm, Thành Công, Ba Đình, Hà Nội",91.7,3.6,6.8,Tây,Đông,5.0,6.0,2.0,Have certificate,Full,65.79
"Đường Kiều Mai, Kim Giang, Thanh Xuân, Hà Nội",68.4,4.1,7.0,Đông,Nam,4.0,4.0,4.0,Have certificate,Full,43.96
"Đường Vân Đồn, Quỳnh Mai, Hai Bà Trưng, Hà Nội",84.5,4.5,6.2,Đông - Bắc,Đông,4.0,4.0,4.0,Have certificate,Full,58.31
"Đường Hàng Bông, Chương Dương, Hoàn Kiếm, Hà Nội",69.0,4.5,4.7,Đông - Nam,Đông - Nam,7.0,4.0,3.0,Have certificate,Full,171.97
"185, Vũ Hữu, Hạ Đình, Thanh Xuân, Hà Nội",99.6,4.7,3.0,Tây,Đông - Nam,5.0,4.0,4.0,Have certificate,Full,22.27
"123, Bưởi, Tứ Liên, Tây Hồ, Hà Nội",46.3,4.2,6.8,Đông - Nam,Đông - Nam,4.0,5.0,4.0,Have certificate,Full,181.97
"Đường Vệ Hồ, Quảng An, Tây Hồ, Hà Nội",46.1,5.8,7.5,Nam,Đông - Nam,5.0,5.0,5.0,Sale contract,Full,171.11
"167, Vệ Hồ, Yên Phụ, Tây Hồ, Hà Nội",62.0,4.2,3.5,Đông - Nam,Đông - Nam,6.0,6.0,5.0,Have certificate,Full,52.2
"Đường Tô Hiến Thành, Bạch Đằng, Hai Bà Trưng, Hà Nội",78.6,4.0,3.0,Bắc,Nam,4.0,3.0,4.0,Have certificate,Full,40.32
"Đường Thái Hà, Cát Linh, Đống Đa, Hà Nội",50.5,4.2,3.0,Đông - Bắc,Đông - Nam,4.0,3.0,4.0,Have certificate,Full,64.78
"Đường Nguyễn Trãi, Khương Trung, Thanh Xuân, Hà Nội",42.6,4.0,3.0,Đông - Nam,Bắc,7.0,3.0,2.0,Have certificate,Full,23.24
"118, Đại Cồ Việt, Minh Khai, Hai Bà Trưng, Hà Nội",56.2,3.4,3.0,Tây - Nam,Tây - Bắc,3.0,7.0,4.0,Have certificate,Full,69.45
"Đường Xuân Phương, Nghĩa Đô, Cầu Giấy, Hà Nội",77.2,4.0,5.4,Tây - Nam,Tây - Bắc,3.0,4.0,4.0,Have certificate,Full,46.07
"Đường Trần Hưng Đạo, Hàng Bạc, Hoàn Kiếm, Hà Nội",85.3,4.5,4.05,Đông - Nam,Đông - Nam,4.0,4.0,3.0,Have certificate,Full,164.66
"82, Trung Liệt, Phường Hàng Bột, Đống Đa, Hà Nội",37.6,4.2,5.8,Đông - Nam,Đông - Nam,4.0,7.0,2.0,Have certificate,Full,60.58
"Đường Hàng Bông, Cửa Nam, Hoàn Kiếm, Hà Nội",99.4,5.1,4.05,Đông - Nam,Đông - Nam,4.0,3.0,2.0,Have certificate,Full,76.25
"Đường Lò Đúc, Quỳnh Lôi, Hai Bà Trưng, Hà Nội",39.0,5.8,7.5,Bắc,Đông - Nam,7.0,7.0,4.0,Have certificate,Full,57.06
"Đường Hồ Đắc Di, Khương Trung, Thanh Xuân, Hà Nội",65.7,4.8,3.0,Nam,Đông - Nam,7.0,6.0,3.0,Have certificate,Basic,52.53
"182, Dịch Vọng, Trung Hòa, Cầu Giấy, Hà Nội",49.5,4.8,2.2,Đông,Tây,7.0,5.0,2.0,Have certificate,Full,30.43
"172, Yên Hòa, Dịch Vọng, Cầu Giấy, Hà Nội",97.7,4.0,3.0,Nam,Đông - Nam,4.0,5.0,4.0,Have certificate,Full,45.86
"Đường Điện Biên Phủ, Thành Công, Ba Đình, Hà Nội",41.0,4.5,3.0,Tây - Bắc,Đông - Nam,5.0,4.0,4.0,Have certificate,Full,138.23
"Đường Xuân Phương, Nghĩa Tân, Cầu Giấy, Hà Nội",93.1,4.2,6.3,Nam,Tây - Nam,4.0,4.0,4.0,Have certificate,Full,29.98
"Đường Vũ Trọng Phụng, Tân Triều, Thanh Xuân, Hà Nội",98.2,4.0,3.0,Tây - Nam,Đông - Nam,2.0,4.0,5.0,Have certificate,Full,25.99
"Đường Hà Đông, Cát Linh, Đống Đa, Hà Nội",61.2,5.5,6.1,Nam,Đông - Nam,7.0,6.0,4.0,Have certificate,Full,51.16
"17, Đại Cồ Việt, Yên Hòa, Cầu Giấy, Hà Nội",62.4,3.6,2.2,Đông - Nam,Đông - Nam,7.0,7.0,4.0,Have certificate,Full,28.16
"Đường Cầu Giấy, Yên Hòa, Cầu Giấy, Hà Nội",90.3,4.6,3.0,Tây - Bắc,Đông - Nam,4.0,3.0,4.0,Have certificate,Full,34.24
"Đường Bà Triệu, Trần Hưng Đạo, Hoàn Kiếm, Hà Nội",67.2,3.6,4.05,Bắc,Bắc,4.0,4.0,5.0,Have certificate,Full,69.11
"Đường Tây Sơn, Trung Hòa, Cầu Giấy, Hà Nội",60.5,3.3,3.4,Tây - Bắc,Đông - Nam,7.0,3.0,4.0,Have certificate,Full,42.27
"113, Bạch Đằng, Quỳnh Lôi, Hai Bà Trưng, Hà Nội",55.3,4.1,4.5,Tây,Đông,4.0,7.0,4.0,Have certificate,Full,31.2
"Đường Kim Đồng, Nguyễn Du, Hai Bà Trưng, Hà Nội",46.4,5.9,6.5,Đông - Nam,Đông - Nam,2.0,3.0,4.0,Have certificate,Full,75.04
"Đường Khương Hạ, Nhân Chính, Thanh Xuân, Hà Nội",58.0,4.3,8.0,Đông - Nam,Đông - Nam,2.0,4.0,4.0,Have certificate,Full,58.45
"Đường Phố Huế, Đồng Nhân, Hai Bà Trưng, Hà Nội",63.9,4.0,6.8,Tây - Bắc,Đông - Nam,3.0,3.0,4.0,Have certificate,Full,78.12
"140, Quang Trung, Hàng Bột, Đống Đa, Hà Nội",87.2,4.2,3.0,Đông - Nam,Đông - Nam,6.0,4.0,4.0,Have certificate,Full,31.07
"108, Điện Biên Phủ, Trúc Bạch, Ba Đình, Hà Nội",72.1,4.0,3.0,Đông - Nam,Đông - Nam,3.0,7.0,4.0,Have certificate,Full,88.44
"Đường Tây Sơn, Trung Sơn Dương, Thanh Xuân, Hà Nội",58.0,4.4,2.0,Đông - Nam,Đông - Nam,4.0,6.0,4.0,Sale contract,Full,52.02
"Đường Lò Đúc, Ngô Thì Nhậm, Hai Bà Trưng, Hà Nội",81.3,5.5,7.5,Tây - Nam,Đông - Nam,4.0,6.0,2.0,Have certificate,Full,69.89
"Đường Nguyễn Du, Quỳnh Mai, Hai Bà Trưng, Hà Nội",90.7,4.0,3.0,Đông - Nam,Đông - Nam,6.0,4.0,4.0,Have certificate,Full,38.17
"Đường Ngõ Nhà Hỏa, Văn Miếu, Đống Đa, Hà Nội",77.8,4.7,3.0,Nam,Tây - Bắc,7.0,4.0,2.0,Have certificate,Full,63.25
"Đường Thanh Xuân, Thanh Xuân Nam, Thanh Xuân, Hà Nội",68.9,3.2,3.0,Tây,Đông - Nam,6.0,4.0,5.0,Have certificate,Full,51.03
"Đường Láng Hạ, Dịch Vọng Hậu, Cầu Giấy, Hà Nội",87.0,5.3,3.0,Tây - Bắc,Đông - Nam,7.0,4.0,4.0,Have certificate,Full,54.74
"Đường Thái Hà, Hàng Bột, Đống Đa, Hà Nội",76.1,3.5,3.0,Đông,Nam,4.0,7.0,5.0,Have certificate,Full,64.59
"Đường Hồ Hoàn Kiếm, Hàng Mã, Hoàn Kiếm, Hà Nội",49.0,6.0,4.5,Nam,Đông - Nam,1.0,4.0,5.0,Have certificate,Basic,114.65
"Đường Văn Chương, Hàng Bột, Đống Đa, Hà Nội",62.1,4.2,3.0,Đông - Nam,Đông - Nam,4.0,3.0,3.0,Have certificate,Full,58.09
"Đường Trung Liệt, Văn Miếu, Đống Đa, Hà Nội",46.4,3.2,3.7,Đông - Nam,Đông - Nam,7.0,6.0,4.0,Have certificate,Full,66.83
"Đường Hoàng Sĩ Tấn, Nghĩa Tân, Cầu Giấy, Hà Nội",94.8,3.9,3.0,Đông - Nam,Đông - Nam,5.0,4.0,3.0,Have certificate,Full,25.23
"114, Lò Đúc, Quỳnh Lôi, Hai Bà Trưng, Hà Nội",94.2,4.0,3.0,Đông - Bắc,Đông - Nam,7.0,3.0,4.0,Sale contract,Full,25.56
"32, Vũ Trọng Phụng, Nhân Chính, Thanh Xuân, Hà Nội",48.0,4.0,3.0,Đông - Nam,Đông - Nam,2.0,6.0,4.0,Have certificate,Full,52.45
"Đường Ngõ Chu, Hàng Bạc, Hoàn Kiếm, Hà Nội",61.0,4.5,4.05,Nam,Đông - Nam,2.0,4.0,3.0,Have certificate,Full,86.47
"Đường Vũ Trọng Phụng, Trung Sơn Dương, Thanh Xuân, Hà Nội",70.3,3.4,7.6,Tây - Nam,Bắc,5.0,7.0,4.0,Have certificate,Full,24.29
"Đường Trần Hưng Đạo, Phúc Tân, Hoàn Kiếm, Hà Nội",65.2,4.8,4.05,Tây - Bắc,Đông - Nam,4.0,6.0,5.0,Pending,Full,36.83
"Đường Trần Cao Vân, Đồng Tâm, Hai Bà Trưng, Hà Nội",70.1,4.9,3.7,Nam,Đông - Nam,7.0,5.0,4.0,Have certificate,Basic,61.61
"10, Tây Sơn, Thanh Xuân Trung, Thanh Xuân, Hà Nội",94.2,5.7,3.0,Đông - Nam,Đông - Nam,6.0,4.0,4.0,Have certificate,Full,41.64
"Đường Thụy Khuê, Nhật Tân, Tây Hồ, Hà Nội",56.6,4.3,3.5,Đông - Nam,Đông - Nam,4.0,4.0,4.0,Have certificate,Full,39.93
"64, Yên Phụ, Xuân La, Tây Hồ, Hà Nội",82.1,5.2,4.0,Tây - Nam,Nam,6.0,6.0,5.0,Have certificate,Basic,131.29
"74, Phú Diễn, Quan Hoa, Cầu Giấy, Hà Nội",57.6,4.0,4.2,Đông - Nam,Đông - Nam,7.0,6.0,2.0,Have certificate,Full,61.16
"Đường Tây Sơn, Thanh Xuân Bắc, Thanh Xuân, Hà Nội",79.4,4.0,4.3,Đông - Nam,Đông - Nam,5.0,4.0,5.0,Have certificate,Full,38.17
"Đường Khâm Thiên, Cát Linh, Đống Đa, Hà Nội",35.7,4.3,3.0,Đông - Nam,Đông - Nam,5.0,5.0,4.0,Sale contract,Full,23.6
"Đường Xuân Phương, Quan Hoa, Cầu Giấy, Hà Nội",66.5,3.2,3.0,Bắc,Đông - Nam,6.0,7.0,4.0,Have certificate,Full,43.16
"Đường Khuất Duy Tiến, Phương Liệt, Thanh Xuân, Hà Nội",51.6,3.6,3.0,Tây - Nam,Đông - Nam,3.0,7.0,4.0,Have certificate,Full,57.92
"Đường Văn Miếu, Ngọc Khánh, Ba Đình, Hà Nội",64.2,4.6,3.0,Tây - Nam,Đông - Bắc,7.0,7.0,2.0,Have certificate,Basic,66.35
"Đường Phú Đỉnh, Quán Thánh, Ba Đình, Hà Nội",53.2,4.0,3.0,Bắc,Bắc,7.0,4.0,4.0,Have certificate,Full,110.77
"Đường Tôn Đức Thắng, Ô Chợ Dừa, Đống Đa, Hà Nội",70.5,5.6,3.7,Đông - Bắc,Đông,7.0,5.0,2.0,Have certificate,Full,22.25
"Đường Phủ Doãn, Hàng Gai, Hoàn Kiếm, Hà Nội",72.3,4.5,4.05,Đông - Nam,Đông - Nam,4.0,3.0,4.0,Have certificate,Basic,69.47
"1, Hồ Hoàn Kiếm, Hàng Trống, Hoàn Kiếm, Hà Nội",55.4,4.5,4.05,Tây - Bắc,Đông - Nam,4.0,3.0,4.0,Have certificate,Full,67.4
"144, Ngọc Hà, Liễu Giai, Ba Đình, Hà Nội",77.5,3.9,3.0,Bắc,Đông - Nam,6.0,5.0,2.0,Have certificate,Full,119.72
"113, Tây Sơn, Quan Hoa, Cầu Giấy, Hà Nội",77.9,3.0,3.9,Đông - Nam,Đông - Nam,5.0,4.0,4.0,Have certificate,Full,53.15
"Đường Thụy Khuê, Bưởi, Tây Hồ, Hà Nội",74.0,5.9,6.9,Bắc,Tây - Bắc,5.0,5.0,2.0,Have certificate,Full,150.83
"Đường Huỳnh Thúc Kháng, Trung Sơn Trầ, Đống Đa, Hà Nội",60.0,4.2,2.0,Tây,Đông - Nam,2.0,4.0,4.0,Have certificate,Full,48.67
"Đường Láng Hạ, Quán Thánh, Ba Đình, Hà Nội",66.9,3.3,3.0,Tây,Tây,5.0,4.0,4.0,Have certificate,Full,81.52
"Đường Ngõ Gốc Đề, Trương Định, Hai Bà Trưng, Hà Nội",43.8,3.5,3.7,Đông - Nam,Tây,4.0,7.0,4.0,Have certificate,Basic,64.64
"42, Minh Khai, Quỳnh Lôi, Hai Bà Trưng, Hà Nội",38.2,4.3,3.0,Đông - Bắc,Đông - Nam,1.0,6.0,4.0,Have certificate,Full,32.75
"27, Phương Liệt, Thanh Xuân Bắc, Thanh Xuân, Hà Nội",70.9,4.3,3.7,Đông - Nam,Đông - Nam,6.0,4.0,4.0,Have certificate,Full,56.59
"Đường Chùa Bộc, Phường Trung Liệt, Đống Đa, Hà Nội",79.5,4.2,3.0,Đông,Nam,6.0,4.0,4.0,Have certificate,Full,48.76
"Đường Hà Đông, Thổ Quan, Đống Đa, Hà Nội",84.5,4.4,3.0,Tây - Bắc,Tây,6.0,7.0,4.0,Have certificate,Full,31.15
"Đường Hồ Đắc Di, Phương Liệt, Thanh Xuân, Hà Nội",43.8,4.0,3.0,Tây - Nam,Đông - Nam,7.0,7.0,2.0,Have certificate,Full,60.99
"Đường Tô Hiến Thành, Văn Miếu, Hai Bà Trưng, Hà Nội",78.9,3.1,4.3,Đông - Nam,Đông - Nam,3.0,3.0,4.0,Have certificate,Full,79.89
"83, Lê Thái Tổ, Hàng Bạc, Hoàn Kiếm, Hà Nội",48.2,5.5,2.2,Đông - Bắc,Đông - Nam,4.0,5.0,3.0,Have certificate,Full,61.0
"85, Kiều Mai, Khương Trung, Thanh Xuân, Hà Nội",81.7,4.1,4.0,Đông - Nam,Đông - Nam,5.0,4.0,4.0,Have certificate,Full,25.77
"191, Ngõ Chu, Hàng Buồm, Hoàn Kiếm, Hà Nội",87.9,4.5,4.05,Đông,Đông - Nam,7.0,5.0,3.0,Have certificate,Full,50.81
"Đường Vệ Hồ, Phú Thượng, Tây Hồ, Hà Nội",44.7,4.2,5.2,Bắc,Tây,4.0,4.0,4.0,Have certificate,Full,42.45
"Đường Hồ Hoàn Kiếm, Hàng Mã, Hoàn Kiếm, Hà Nội",87.4,4.5,4.05,Tây - Nam,Đông - Bắc,3.0,4.0,4.0,Have certificate,Full,124.4
"Đường Nhật Tân, Phú Thượng, Tây Hồ, Hà Nội",43.3,4.0,4.8,Nam,Tây - Bắc,5.0,5.0,3.0,Have certificate,Full,158.4
"Đường Khâm Thiên, Trung Sơn Trầ, Đống Đa, Hà Nội",37.9,4.6,3.9,Tây - Nam,Nam,7.0,3.0,4.0,Have certificate,Full,40.19
"155, Thổ Quan, Quang Trung, Đống Đa, Hà Nội",83.8,3.4,3.0,Đông - Bắc,Đông - Nam,3.0,4.0,2.0,Have certificate,Full,39.83
"92, Kim Mã, Kim Mã, Ba Đình, Hà Nội",73.8,4.0,4.8,Bắc,Tây - Nam,4.0,5.0,3.0,Have certificate,Full,124.61
"Đường Ngõ Nhà Hỏa, Thổ Quan, Đống Đa, Hà Nội",83.8,4.2,3.0,Đông - Bắc,Tây - Nam,6.0,4.0,4.0,Have certificate,Full,26.43
"Đường Văn Chương, Thịnh Quang, Đống Đa, Hà Nội",87.6,4.1,3.0,Đông - Bắc,Đông - Nam,2.0,6.0,4.0,Have certificate,Full,69.81
"42, Hàng Cân, Đồng Xuân, Hoàn Kiếm, Hà Nội",74.1,3.1,4.05,Tây - Nam,Tây,2.0,4.0,4.0,Sale contract,Full,68.22
"Đường Quán Thánh, Ngọc Hà, Ba Đình, Hà Nội",84.6,3.0,3.0,Nam,Nam,5.0,4.0,4.0,Sale contract,Full,149.76
"138, Tây Sơn, Yên Hòa, Cầu Giấy, Hà Nội",52.0,4.3,3.0,Bắc,Đông,3.0,6.0,2.0,Have certificate,Full,61.11
"Đường Kim Mã, Phúc Xá, Ba Đình, Hà Nội",48.2,4.0,8.0,Đông - Bắc,Tây,6.0,4.0,4.0,Have certificate,Full,41.34
"Đường Phủ Doãn, Chương Dương, Hoàn Kiếm, Hà Nội",79.3,5.1,6.3,Đông - Nam,Đông - Nam,4.0,6.0,3.0,Have certificate,Full,102.81
"Đường Tứ Liên, Tứ Liên, Tây Hồ, Hà Nội",75.5,5.3,3.5,Đông - Nam,Đông - Nam,7.0,6.0,5.0,Have certificate,Full,62.54
"19, Tứ Liên, Xuân La, Tây Hồ, Hà Nội",40.8,4.8,3.5,Đông,Đông - Nam,6.0,6.0,4.0,Have certificate,Full,162.97
"Đường Khâm Thiên, Láng Hạ, Đống Đa, Hà Nội",39.9,3.3,7.8,Nam,Đông - Nam,6.0,4.0,4.0,Have certificate,Full,23.59
"Đường Láng Hạ, Kim Mã, Ba Đình, Hà Nội",89.6,4.0,3.0,Tây,Tây - Nam,4.0,7.0,4.0,Have certificate,Full,32.23
"Đường Láng Hạ, Điện Biên, Ba Đình, Hà Nội",64.8,3.7,4.2,Đông - Nam,Đông - Nam,5.0,4.0,4.0,Have certificate,Full,121.4
"Đường Nguyễn Du, Minh Khai, Hai Bà Trưng, Hà Nội",35.5,4.0,3.0,Tây - Nam,Đông - Nam,5.0,3.0,4.0,Have certificate,Full,51.89
